"Year","time_block","Location","Territory","Block","he","sampling_method","ID","Acarina","Araneae","Auchenorrhyncha","Chilopoda","Coleoptera","Dermaptera","Diptera","Entomobryomorpha","Heteroptera","Hymenoptera","Isopoda","Lepidoptera","Neuroptera","Opiliones","Orthoptera","Psocoptera","Sternorrhyncha","Thysanoptera","Thysanura"
2012,1,"BC","2","2","RHIN","canopy","BC_2_RHIN_2",0.106,0,0,0,2.67362704186977,0,5.04189675673629,0,0,4.7863536126769,0,0,0,0,0,0.0425,0,0,0
2012,1,"BC","2","2","RHIN","ground","BC_2_RHIN_2",0,3.81853354221079,0,0,0,0,2.93170886366298,0,0,0,0,0,0,44.0713235193831,0,0,1.9871389289475,0.0071,0
2012,1,"BC","2","2","SANI","canopy","BC_2_SANI_2",1.6913597865825,16.2879616749662,2.86457220562107,0,0.745390698765234,0,0.678002524945351,0,0,45.7665825965551,0,0,0,0,0,0,16.9430983932003,0,0
2012,1,"BC","2","2","SANI","ground","BC_2_SANI_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,"BC","4","1","ARCA","canopy","BC_4_ARCA_1",0.053,3.89834676145936,2.95171668217067,0,0,0,0.164586754467657,0,5.01561862348224,0.0438355346177344,0,0,0,0,0,0.0425,0,0,0
2012,1,"BC","4","1","ARCA","ground","BC_4_ARCA_1",0,0.264853690889069,1.20138293510067,0,0.511131964257288,0,0.0822933772338285,0.0696688615096261,0,0.932973516127979,0,0,0,0,0,0,0,0,0
2012,1,"BC","4","1","BARE","canopy","BC_4_BARE_1",0,0,0,0,0,0,1.46585443183149,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,"BC","4","1","BARE","ground","BC_4_BARE_1",0.0624082112503502,0,0,0,0,0,0,0.528266831966038,0,2.44230715864675,0,0,0,0,0,0,0,0,0
2012,1,"BC","4","1","BRSP","canopy","BC_4_BRSP_1",0.0094082112503502,4.3718570285386,7.33705655316548,0,27.9545312954107,0,3.11218663096805,0,0.98902958339295,1.26498911394111,0,0,0,0,0,0.0425,7.29129786502824,0,0
2012,1,"BC","4","1","BRSP","ground","BC_4_BRSP_1",0.307977187355711,0.512702421602929,3.67004343342951,0,46.8587354679715,0,0,0,0,0,0,0,0,0,0,0,0,0.188750018598988,0
2012,1,"BC","4","1","ERFA","canopy","BC_4_ERFA_1",0,6.97223750424102,4.48999706315445,0,11.1309951831071,0,1.17754775201154,0,6.03285973839923,5.0921418435856,0,0,0,0,0,0,0,0,0
2012,1,"BC","4","1","ERFA","ground","BC_4_ERFA_1",0,0,0.280159380414109,0,0.255565982128644,0,2.32542610146905,0.0306759135916473,0,2.63841847253908,0,0,0,0,0,0,0.197549937452624,0,0
2012,1,"BC","4","1","EXGR","canopy","BC_4_EXGR_1",0.351568976105361,22.5481003320269,4.91147049150272,0,5.04093282578977,0,0.264130919305982,0,0.219747026598099,18.8803782187361,0,0,0,0,0,0,5.42481366321011,0.0071,0
2012,1,"BC","4","1","EXGR","ground","BC_4_EXGR_1",0.053,10.913471866403,2.86457220562107,0,0,0,0.163763964573077,0,0,5.27683694507815,7.05214728117943,0,0,0,0,0,0,0,0
2012,1,"BC","4","1","NAGR","canopy","BC_4_NAGR_1",0.5488164225007,11.7382806000691,8.19357612692048,0,4.85268377863354,0,0.394052294249727,0.0461301593424657,10.0124045430854,2.54230023769775,0,0,0,0,0,0.0425,0.299704677878785,0,0
2012,1,"BC","4","1","NAGR","ground","BC_4_NAGR_1",0.393265690002802,0.264853690889069,0,0,43.507273799886,0,0.431945183138446,0.0111021557503848,0,3.95762770880861,31.9671883071964,0,0,0,0,0,0,0.0071,0
2012,1,"BC","4","1","OPLI","canopy","BC_4_OPLI_1",0,0.855796997729539,0,0,0.745390698765234,0,1.28085119172638,0,1.81642160754831,0,0,5.86741535023164,0,0,0,0,0,0,0
2012,1,"BC","4","1","OPLI","ground","BC_4_OPLI_1",0,12.3650281327554,1.00781182395377,0,0,0,0,0,0,3.95762770880861,0,0.38840867649477,0,0,0,0,0,0,0
2012,1,"BC","4","1","RHIN","canopy","BC_4_RHIN_1",0,0,0,0,0,0,0.431945183138446,0,0,1.06042008822485,0,0.116010272642325,0,0,0,0,0,0,0
2012,1,"BC","4","1","RHIN","ground","BC_4_RHIN_1",0.053,0.264853690889069,0,0,0.119581715824726,0,0.409821306379982,0,0.219747026598099,1.83173036898506,0,0,0,0.132110438667444,0,0,0.120304677878785,0.0071,0
2012,1,"BC","4","1","SANI","canopy","BC_4_SANI_1",0,1.10776107266721,0.280159380414109,0,0.255565982128644,0,0.525329148595231,0,0,7.42957146575293,0,0,0,0,0,0.214720138111415,2.53245802416252,0,0
2012,1,"BC","4","1","SANI","ground","BC_4_SANI_1",0,0.1044,0,0,0.511131964257288,0,1.46585443183149,0.0696688615096261,1.7465263144911,10.5536738901563,7.05214728117943,0,0,0,0,0,0,0,0
2012,1,"BC","4","2","ARCA","canopy","BC_4_ARCA_2",0.053,0.512702421602929,7.32395262232708,0,0.255565982128644,0,0.341671806788325,0,2.48060469662172,0.932973516127979,0,0,2.75819143097311,0,0,0.29257462402276,0,0,0
2012,1,"BC","4","2","ARCA","ground","BC_4_ARCA_2",0.0094082112503502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00244666914653174,0
2012,1,"BC","4","2","BARE","canopy","BC_4_BARE_2",0,0,0,0,0,0,0.246057341806905,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,"BC","4","2","BARE","ground","BC_4_BARE_2",0,0,0,0,0.745390698765234,0,0,0,0,7.91525541761723,7.05214728117943,0,0,0,0,0,0,0,0
2012,1,"BC","4","2","BRSP","canopy","BC_4_BRSP_2",0.053,0.512702421602929,0,0,2.39974709717073,0,0.194963964573077,0,0.975334729603157,1.31752351514492,0,0,0,0,0,0.08253731201138,28.6125081988997,0,0
2012,1,"BC","4","2","BRSP","ground","BC_4_BRSP_2",0.0188164225007004,0,1.48708610281054,0,0.00657755772500988,0,0,0,0,2.63841847253908,0,0,0,0,0,0,0.300409355757571,0,0
2012,1,"BC","4","2","ERFA","canopy","BC_4_ERFA_2",0,0.264853690889069,1.34371389630937,0,3.97331064493895,0,2.60149629662109,0,0.620076091662369,0,0,0,0,0,0,0.26436565220007,0.0598,0,0
2012,1,"BC","4","2","ERFA","ground","BC_4_ERFA_2",0,0,0,0,0,0,0,0,0,5.27683694507815,0,0,0,0,0,0,0,0,0
2012,1,"BC","4","2","EXGR","canopy","BC_4_EXGR_2",0.357695946678408,5.29975949385469,0.987311644454311,0,0.119581715824726,0,2.37749035714575,0,0,4.05115076398263,0,0,0,0.305673993290097,0,0,0.601523389393926,0,0
2012,1,"BC","4","2","EXGR","ground","BC_4_EXGR_2",0,0,0.334959380414109,0,0.100198019525089,0,0.409821306379982,0,0,8.58083807013616,0,0,0,0,55.9850445627524,0.0425,0,0,0
2012,1,"BC","4","2","NAGR","canopy","BC_4_NAGR_2",0.450391893356816,5.68862840949065,9.5380792407515,0,0.119581715824726,0,1.75034333927512,0,1.41609254248404,5.24122770703068,0,0,0,0,0,0,1.49922806727271,0,0
2012,1,"BC","4","2","NAGR","ground","BC_4_NAGR_2",0,7.24336842496918,2.81958043221286,0,0,0,0.431945183138446,0,0,6.78940999297417,0,0,0,0,0,0,0,0,0
2012,1,"BC","4","2","OPLI","canopy","BC_4_OPLI_2",0,0,0.869983404748356,0,0,0,0.597021306379982,0,0,4.43763752763181,0,0,0,0,0,0,0.0598,0,0
2012,1,"BC","4","2","OPLI","ground","BC_4_OPLI_2",0.0094082112503502,0,0,0,0.0131551154500198,0,0.277257341806905,0,1.94352269347208,2.12084017644969,0,0,0,0,0,0,0.0598,0,0
2012,1,"BC","4","2","RHIN","canopy","BC_4_RHIN_2",0,0.512702421602929,2.17007674747355,0,0,0,3.06153058758135,0,0,1.86594703225596,0,0,0,0,0,0,0,0,0
2012,1,"BC","4","2","RHIN","ground","BC_4_RHIN_2",0,1.02540484320586,0,0,0.511131964257288,0,3.95936319451295,0,0,10.5536738901563,0,0,0,0,0,0,0,0,0
2012,1,"BC","4","2","SANI","canopy","BC_4_SANI_2",0,0,0,0,0,0,0.0822933772338285,0,0,18.0922066434751,0,0.689357597401859,0,0,0,0,68.9974527524365,0,0
2012,1,"BC","4","2","SANI","ground","BC_4_SANI_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,"BC","5","1","ARCA","canopy","BC_5_ARCA_1",0.11540821125035,2.24130137723722,4.44018587386577,0,0,0,0,0,1.50438157836125,0,0,0,0,0,0.986671031480023,0,0,0,0
2012,1,"BC","5","1","ARCA","ground","BC_5_ARCA_1",0,16.2047113823944,0,0,0,0,0.431945183138446,0,0,70.880251860904,36.0286778204241,0,0,0,0,0,0,0,0
2012,1,"BC","5","1","BARE","canopy","BC_5_BARE_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,"BC","5","1","BARE","ground","BC_5_BARE_1",0,4.20277004919972,0,0,0,0,0,0,0,31.0942822959973,0,0,0,0,0,0,0,0,0
2012,1,"BC","5","1","BRSP","canopy","BC_5_BRSP_1",0,14.6961161000784,17.853207343663,0,5.16558310718898,0,1.89419085007967,0,4.29085821540382,0.353473362741615,0,0.525777573853914,0,0,0,0.085,4.09859551218077,0,0
2012,1,"BC","5","1","BRSP","ground","BC_5_BRSP_1",0,1.29025853409493,0,0,0,0,0.113493377233828,0,0,0.932973516127979,52.9242168817369,0,0,0,0,0,0.0598,0,0
2012,1,"BC","5","1","ERFA","canopy","BC_5_ERFA_1",0.053,0.777556112491998,1.42119147468303,0,0.460622851607852,0,0.164586754467657,0,0.10141161134269,0,0,0,0,0,0,0,0,0,0
2012,1,"BC","5","1","ERFA","ground","BC_5_ERFA_1",0.0094082112503502,7.16512753973164,1.43228610281054,0,0.119581715824726,0,0,0.0072,0,31.7048572050866,0,0,0,0,0,0,0,0,0
2012,1,"BC","5","1","EXGR","canopy","BC_5_EXGR_1",1.23185747875245,0,0.1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,"BC","5","1","EXGR","ground","BC_5_EXGR_1",0.16840821125035,2.36572507434868,0,0,0,0,0,0.0031510778751924,0,2.27875315448393,30.6399169444002,0,0,0,68.7632316604465,0,0,0,0
2012,1,"BC","5","1","NAGR","canopy","BC_5_NAGR_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,"BC","5","1","NAGR","ground","BC_5_NAGR_1",0.0906328450014008,0.777556112491998,1.0459639943366,0,0.255565982128644,0,0,0,0,16.9476386661141,1.64961854337182,0,0,0,0,0,0,0,0
2012,1,"BC","5","1","OPLI","canopy","BC_5_OPLI_1",0,2.60136261856895,0,0,0,0,0.308457341806905,0,16.6247215125255,2.44230715864675,0,0,0,0,0,0,0,0,0
2012,1,"BC","5","1","OPLI","ground","BC_5_OPLI_1",0,31.6411852930471,0,0,0,0,0.859571669637562,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,"BC","5","1","RHIN","canopy","BC_5_RHIN_1",0,4.20277004919972,0,0,0.745390698765234,0,0.0624,0,0,1.10137678966169,0,0,0,0,0,0.12503731201138,0,0,0
2012,1,"BC","5","1","RHIN","ground","BC_5_RHIN_1",0.298568976105361,9.93082850337182,0.727652443539659,0,0,0,7.73614502673805,0,0,10.5536738901563,3.73860254077748,0,0.955099266475818,0,0,0,0,0,0
2012,1,"BC","5","1","SANI","canopy","BC_5_SANI_1",0,0.1044,0.473730491561011,0,0,0,1.17050217629318,0,0,0.964050152403302,0,0,0,0,0,0.0425,0.240609355757571,0,0
2012,1,"BC","5","1","SANI","ground","BC_5_SANI_1",0,1.30068130928447,0,0,1.5930236883263,0,13.5675241812666,0,0,1.31920923626954,10.7907498219569,0,0,0,0,0,0,0,0
2012,1,"BC","5","2","ARCA","canopy","BC_5_ARCA_2",0,2.01961176128581,12.1533685395824,0,0,0,1.13930217629318,0,6.97708939197341,0.818012324279421,0,0,0,0,0.693821276085515,0,0,0,0
2012,1,"BC","5","2","ARCA","ground","BC_5_ARCA_2",0,44.6900117229784,1.43228610281054,0,0,0,0,0,0,2.63841847253908,0,0,0,0,0,0,0,0,0
2012,1,"BC","5","2","BARE","canopy","BC_5_BARE_2",0,0,0,0,0,0,0,0,0,4.27403752763181,0,0,0,0,0,0,0,0,0
2012,1,"BC","5","2","BARE","ground","BC_5_BARE_2",0.265,0,0,0,0,0,0,0.408535902545352,0,4.80118951937955,18.3615570876325,0,0,0,0,0,0,0,0
2012,1,"BC","5","2","BRSP","canopy","BC_5_BRSP_2",0,28.8497013596395,0,0,0,0,0.246057341806905,0,0.202823222685379,1.31920923626954,0,0,0,0,0,0,1.32335145666664,0,0
2012,1,"BC","5","2","BRSP","ground","BC_5_BRSP_2",0.298568976105361,1.8133837308874,0,0,0,0,6.77897179883146,0,0,0,14.8722359768858,0,0,0,0,0,0,0,0
2012,1,"BC","5","2","ERFA","canopy","BC_5_ERFA_2",0,0.264853690889069,0.840478141242327,0,7.20399570138258,0,4.2279149189128,0,0,16.1856250540121,0,0,0,0,0,0.0425,1.30521664841257,0,0
2012,1,"BC","5","2","ERFA","ground","BC_5_ERFA_2",0,0,1.43228610281054,0,0,0,0,0,0,1.31920923626954,0,4.09630876880026,0,0,0,0,0,0,0
2012,1,"BC","5","2","EXGR","canopy","BC_5_EXGR_2",0.0094082112503502,10.2391905571186,0,0,0.041,0,0.497671806788325,0.1146858445129,0,0,0,0,0,0,0.285698515186617,0,0,0,0
2012,1,"BC","5","2","EXGR","ground","BC_5_EXGR_2",0,10.1254929787215,0,0,201.06916741844,0,0,0,1.41609254248404,1.31920923626954,0,0,0,0,0,0,0,0,0
2012,1,"BC","5","2","NAGR","canopy","BC_5_NAGR_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,"BC","5","2","NAGR","ground","BC_5_NAGR_2",0.053,1.8133837308874,0,0,0,0,0,0,0,2.63841847253908,0,0,0,0,0,0,0,0,0
2012,1,"BC","5","2","OPLI","canopy","BC_5_OPLI_2",0,8.40554009839945,0,0,0,0,0.979671542722804,0,0,0.610576789661687,0,0,0,0,0,0,0,0,0
2012,1,"BC","5","2","OPLI","ground","BC_5_OPLI_2",0.298568976105361,0,2.42189855837599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,"BC","5","2","RHIN","canopy","BC_5_RHIN_2",0,0.264853690889069,1.43228610281054,0,0,0,0,0,0,0,0,0,4.61530386337016,0,0,0,0,0,0
2012,1,"BC","5","2","RHIN","ground","BC_5_RHIN_2",0,1.02540484320586,1.88991736705944,0,0.460622851607852,0,3.27815214223695,0,0,0,10.7349002642384,0,0,0,0,0,0,0.0281843693995803,0
2012,1,"BC","5","2","SANI","canopy","BC_5_SANI_2",0,0,0,0,0,0,0,0,0,15.1312397165467,0,0,0,0,0,0,18.9797062346018,0,0
2012,1,"BC","5","2","SANI","ground","BC_5_SANI_2",0,6.72062228212604,0.727652443539659,0,0.119581715824726,0,2.26721332272422,0,0,3.48198028311001,0,0,0,0,0,0,0,0.0071,0
2012,1,"SCR","1","1","ARCA","canopy","SCR_1_ARCA_1",0,1.02540484320586,3.43528543081374,0,0,0,0.411466886169142,0,1.31392195580579,2.76950715864675,0,0,0,0,1.7771499835271,0,1.55438255750937,0,0
2012,1,"SCR","1","1","ARCA","ground","SCR_1_ARCA_1",0,6.38757142723964,0,0,0,0,16.6839210137576,0,6.37349883191077,56.7259971595901,68.9122937069261,0,0,0,0,0,0,0,0
2012,1,"SCR","1","1","BARE","canopy","SCR_1_BARE_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,"SCR","1","1","BARE","ground","SCR_1_BARE_1",0,23.1574152756941,1.43228610281054,0,6.97979524089172,0,2.26721332272422,0,0,52.7683694507815,44.5595268595685,0,0,0,0,0,0,0,0
2012,1,"SCR","1","1","BRSP","canopy","SCR_1_BRSP_1",0,0.634107381778137,8.18523786248832,0,3.57099436769773,0,0.566644096274562,0,0,13.7346479787989,2.55729129077461,0.38840867649477,0,0,0,0,17.3190185368853,0.0071,0
2012,1,"SCR","1","1","BRSP","ground","SCR_1_BRSP_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,"SCR","1","1","ERFA","canopy","SCR_1_ERFA_1",0,1.63335311022154,0.473730491561011,0,29.5193441448447,0,2.22064418764495,0,19.2045198031023,3.18827382093458,0,0,0,0,0,0,0,0,0
2012,1,"SCR","1","1","ERFA","ground","SCR_1_ERFA_1",0,0,0,0,0,0,0,0,0,25.0649754891212,56.4171782494354,0,0,0,0,0,0,0,0
2012,1,"SCR","1","1","EXGR","canopy","SCR_1_EXGR_1",0.461632845001401,9.62979551729376,0,0,3.19237151608988,0,0.49129189371923,0,0,15.488815199542,0,0,0,0,0,0.12503731201138,19.7068778690605,0,0
2012,1,"SCR","1","1","EXGR","ground","SCR_1_EXGR_1",0,13.6657094420399,0,0,0,0,0,0,0,44.8531140331643,105.782209217691,0,0,0,0,0,0,0,0
2012,1,"SCR","1","1","NAGR","canopy","SCR_1_NAGR_1",0,12.6213014411092,2.2342589498819,0,0.886279662210658,0,0.0822933772338285,0,0,48.5879873634513,0.982182215666617,0,0,0,0,0,7.74267368884234,0,0
2012,1,"SCR","1","1","NAGR","ground","SCR_1_NAGR_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,"SCR","1","1","OPLI","canopy","SCR_1_OPLI_1",0.0188164225007004,0,0,0,0.460622851607852,0,0.49129189371923,0,0,3.11817724785465,0,4.41263460588812,0,0,0,0,0,0,0
2012,1,"SCR","1","1","OPLI","ground","SCR_1_OPLI_1",0,0,0,0,71.552415996523,0,0,0,0,0,821.231238691594,0,0,0,0,0,0,0,0
2012,1,"SCR","1","1","RHIN","canopy","SCR_1_RHIN_1",0,0,0,0,20.9393857226751,0,0.595709147711523,0,6.37349883191077,0.774176789661687,0,0,2.15097499238289,0,0,0,0,0,0
2012,1,"SCR","1","1","RHIN","ground","SCR_1_RHIN_1",0,12.3650281327554,0,0,247.323066846742,0,0,0,0,29.0226031979298,533.417890939642,0,0,0,0,0,0,0,0
2012,1,"SCR","1","1","SANI","canopy","SCR_1_SANI_1",0,0,0,0,1.38100907598875,0,1.49555694059062,0,5.22234407085637,0.353473362741615,0,0,0.43713937259468,0,0,0,0.420714033636356,0,0
2012,1,"SCR","1","1","SANI","ground","SCR_1_SANI_1",0,0,0,0,0,0,5.51042387257566,0,0,0,651.206410400683,0,0,0,0,0,0,0,0
2012,1,"SCR","1","2","ARCA","canopy","SCR_1_ARCA_2",0,1.22505068861861,18.9290826981404,0,6.48490468146098,0,3.11939516849695,0,6.51284840845762,8.58008143580818,0,0,0,0,0,0.29257462402276,0.4784,0,0
2012,1,"SCR","1","2","ARCA","ground","SCR_1_ARCA_2",0,0,0,0,0,0,0,0,0,0,215.427317643131,0,0,0,0,0,0,0,0
2012,1,"SCR","1","2","BARE","canopy","SCR_1_BARE_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,"SCR","1","2","BARE","ground","SCR_1_BARE_2",0,0,0,0,0,0,5.15743001782537,0,0,47.4915325057034,7.05214728117943,0,0,0,0,0,0,0,0
2012,1,"SCR","1","2","BRSP","canopy","SCR_1_BRSP_2",0,0.512702421602929,0.982809102451024,0,1.21781168534435,0,1.24300104143075,0,42.4614236730569,3.93137397432095,0,0.689357597401859,0,0,0,0,3.55293129090228,0,0
2012,1,"SCR","1","2","BRSP","ground","SCR_1_BRSP_2",0.0752656900028016,17.0496323418812,0,0,2.37627890950336,0,0,0.110254819539289,20.2545116113427,48.4565630847531,326.625725924797,0,0,0,0,0,0.257349937452624,0.0482610348263145,0
2012,1,"SCR","1","2","ERFA","canopy","SCR_1_ERFA_2",0,5.31018226904424,0,0,6.94554927910482,0,5.31904526243398,0,0,11.5124950841897,0,0,3.26758027038444,0,2.28494942909683,0,0,0,0
2012,1,"SCR","1","2","ERFA","ground","SCR_1_ERFA_2",0,1.30068130928447,0,0,283.704110884673,0,0,0,0,1.31920923626954,303.844791043176,0,0,0,0,0,0,0,0
2012,1,"SCR","1","2","EXGR","canopy","SCR_1_EXGR_2",0,0.512702421602929,3.77177450300468,0,15.8570252499046,0,0.0312,0.0024,0.857227741990142,11.5382811694197,0,0,0,0,0,0,10.3547259972658,0,0
2012,1,"SCR","1","2","EXGR","ground","SCR_1_EXGR_2",0,2.51785223292632,0,0,6.97979524089172,0,1.71914333927512,0,0,60.6836248683988,15.5829963203239,0,0,0,0,0,0,0,0
2012,1,"SCR","1","2","NAGR","canopy","SCR_1_NAGR_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
